0.953822	0.00258549	1.71771	0.975972	0.00173862	2.76141	0.973137	0.00215769	1.93909	0.869596	0.00477765	1.5306	0.963591	0.00247163	1.89378	0.968106	0.00237068	1.77721	442.8571428571	128.5714285714
0.959239	0.00228938	1.72346	0.97705	0.0016188	2.70317	0.972607	0.0020532	1.91693	0.875506	0.00440154	1.56203	0.962491	0.0023723	1.89774	0.971312	0.00212067	1.7621	428.5714285714	142.8571428571
0.957612	0.00226575	1.72986	0.974423	0.00166143	2.66862	0.97533	0.00189209	1.93513	0.88112	0.00417444	1.57112	0.960006	0.00237323	1.87927	0.971547	0.00204813	1.77724	414.2857142857	157.1428571429
0.959863	0.0022543	1.7255	0.972136	0.00178746	2.57254	0.973736	0.00199108	1.92327	0.891686	0.00406496	1.60616	0.957701	0.00249684	1.86273	0.972393	0.00205773	1.77429	400	171.4285714286
0.958317	0.00235608	1.72749	0.9683	0.00196592	2.54117	0.9705	0.00216307	1.93463	0.894703	0.00409247	1.63004	0.955525	0.00261619	1.8937	0.969413	0.00222491	1.78397	385.7142857143	185.7142857143
0.956639	0.00230139	1.72038	0.970571	0.0018429	2.47527	0.975942	0.00187858	1.92905	0.89504	0.00393631	1.66287	0.95963	0.00239549	1.89868	0.967328	0.00220776	1.75648	371.4285714286	200
0.959579	0.00215141	1.74666	0.968051	0.00185388	2.44327	0.970604	0.00200013	1.9205	0.897692	0.00373827	1.67635	0.959221	0.00231608	1.8859	0.969551	0.00204823	1.77036	357.1428571429	214.2857142857
0.957811	0.00228801	1.71758	0.964564	0.00207729	2.37281	0.973763	0.00198332	1.92964	0.900513	0.00387545	1.70495	0.962001	0.00234756	1.88738	0.970606	0.00211582	1.76165	342.8571428571	228.5714285714
0.960091	0.00224861	1.72315	0.965239	0.00207737	2.33531	0.975761	0.00191624	1.94877	0.908444	0.00372227	1.76279	0.961385	0.00238562	1.85605	0.968149	0.0022138	1.7821	328.5714285714	242.8571428571
0.960417	0.00908104	1.69197	0.968815	0.00805194	2.24464	0.968831	0.00899767	1.87936	0.905759	0.0157068	1.73699	0.946701	0.0116309	1.83646	0.973753	0.00829994	1.81671	314.2857142857	257.1428571429
0.963045	0.00226161	1.7413	0.96303	0.00226678	2.27868	0.973881	0.00208451	1.92142	0.916625	0.00373238	1.81808	0.962969	0.00244176	1.88982	0.969892	0.00225671	1.76404	300	271.4285714286
0.95989	0.00205759	1.73081	0.965844	0.00191838	2.24822	0.972292	0.00186806	1.92979	0.924283	0.00309373	1.84888	0.960938	0.00218366	1.87309	0.971917	0.00189334	1.77489	285.7142857143	285.7142857143
0.96045	0.00209909	1.72822	0.959296	0.00215732	2.20381	0.972645	0.00191057	1.91028	0.927693	0.00310872	1.88532	0.962722	0.00220043	1.86913	0.971142	0.00197731	1.75963	271.4285714286	300
0.958317	0.00231571	1.72506	0.962714	0.00224032	2.15478	0.97375	0.00201926	1.92567	0.925371	0.00339574	1.9464	0.959042	0.00248342	1.86528	0.973394	0.0020466	1.77519	257.1428571429	314.2857142857
0.959644	0.00220157	1.71402	0.957216	0.00231012	2.18009	0.972853	0.00196943	1.91526	0.936357	0.00302718	1.99754	0.96223	0.00229437	1.87312	0.970958	0.00204847	1.77961	242.8571428571	328.5714285714
0.959966	0.0022038	1.74346	0.953131	0.00243005	2.13933	0.973848	0.00194388	1.92285	0.936997	0.00301042	2.04713	0.958705	0.0024002	1.85346	0.96964	0.00209504	1.76547	228.5714285714	342.8571428571
0.962845	0.00168195	1.72742	0.956178	0.001872	2.10964	0.971839	0.00160464	1.9093	0.94452	0.00224631	2.08503	0.960563	0.00187373	1.85449	0.973005	0.00157974	1.76143	214.2857142857	357.1428571429
0.963515	0.00210295	1.7211	0.954214	0.00241986	2.11888	0.973409	0.00196567	1.92491	0.941728	0.00289914	2.13953	0.960743	0.00235026	1.88108	0.97387	0.00195855	1.77223	200	371.4285714286
0.961639	0.0021823	1.70617	0.949458	0.00256919	2.08088	0.972566	0.00201153	1.90173	0.948339	0.00274964	2.19367	0.96238	0.00231974	1.85835	0.9713	0.00207121	1.77147	185.7142857143	385.7142857143
0.961716	0.00224427	1.72093	0.946709	0.00272303	2.02792	0.972078	0.00209281	1.9077	0.949844	0.00279945	2.26402	0.962233	0.00239341	1.84962	0.966957	0.00228567	1.77894	171.4285714286	400
0.960949	0.00226218	1.70285	0.949979	0.00263267	2.01298	0.974323	0.00200505	1.90278	0.959699	0.00248983	2.3422	0.958201	0.00251144	1.85228	0.96974	0.00218383	1.77182	157.1428571429	414.2857142857
0.964091	0.00208718	1.70177	0.94614	0.0026281	2.00922	0.969706	0.00208555	1.89813	0.958978	0.00241306	2.42895	0.957879	0.00242784	1.85069	0.967939	0.00216153	1.76453	142.8571428571	428.5714285714
0.960819	0.00230477	1.69762	0.946537	0.00278316	1.97291	0.971345	0.00215996	1.88803	0.961771	0.00246765	2.50381	0.957915	0.00257078	1.84967	0.971135	0.00216962	1.77582	128.5714285714	442.8571428571
0.954522	0.00278843	1.69049	0.977336	0.00182043	2.80805	0.96755	0.0025816	1.93611	0.960585	0.00282982	2.62775	0.951318	0.00312942	1.87312	0.963906	0.0027442	1.7526	114.2857142857	114.2857142857

