0.956491	0.000968546	1.78164	0.979177	0.000646623	2.6393	0.912289	0.00152709	1.66785	0.869733	0.00187401	1.54567	0.865056	0.00187767	1.67964	0.901747	0.00163528	1.5533	442.8571428571	128.5714285714
0.954618	0.00114462	1.78459	0.977302	0.000791218	2.54841	0.908448	0.00179514	1.66314	0.867817	0.00217073	1.55554	0.859212	0.00220628	1.66951	0.894491	0.00194854	1.53591	428.5714285714	142.8571428571
0.956365	0.00108816	1.78418	0.97509	0.000804794	2.47593	0.902298	0.00179488	1.65159	0.876128	0.00203865	1.56918	0.851613	0.00219887	1.64838	0.888791	0.00193884	1.52628	414.2857142857	157.1428571429
0.956525	0.00110928	1.77319	0.975273	0.000821502	2.46292	0.916454	0.00169726	1.67768	0.886001	0.00199415	1.62424	0.871212	0.00209169	1.67124	0.905372	0.00182518	1.54993	400	171.4285714286
0.958259	0.00109315	1.79463	0.973739	0.00085883	2.40523	0.910923	0.0017685	1.66655	0.891598	0.00195868	1.63081	0.867335	0.00213781	1.66068	0.901955	0.00187545	1.54618	385.7142857143	185.7142857143
0.957045	0.0011234	1.78305	0.971614	0.000910026	2.35071	0.915693	0.00173838	1.67486	0.90055	0.00190337	1.66069	0.869217	0.00214745	1.66971	0.898	0.0019328	1.54709	371.4285714286	200
0.956588	0.0010684	1.81278	0.971344	0.000868375	2.32016	0.91634	0.0016385	1.66959	0.899371	0.00180648	1.70032	0.869684	0.0020268	1.67984	0.90061	0.00180471	1.54714	357.1428571429	214.2857142857
0.95657	0.00106596	1.79014	0.967962	0.000919521	2.27019	0.914728	0.00164379	1.662	0.907991	0.00171628	1.71444	0.865962	0.00204382	1.65775	0.8975	0.00182426	1.54488	342.8571428571	228.5714285714
0.956542	0.00110453	1.78338	0.968889	0.000941893	2.22448	0.914004	0.00171137	1.6668	0.910142	0.00175318	1.7479	0.866514	0.00210824	1.66273	0.900947	0.00185349	1.5528	328.5714285714	242.8571428571
0.958738	0.00101091	1.79473	0.966466	0.000919849	2.21596	0.913778	0.00160527	1.66911	0.910489	0.00164468	1.73879	0.867762	0.00197657	1.6511	0.903269	0.00172158	1.54237	328.5714285714	242.8571428571
0.958433	0.00104771	1.79847	0.966922	0.000948182	2.18443	0.910985	0.00168767	1.66018	0.911817	0.00168527	1.77631	0.863703	0.00206914	1.65853	0.897379	0.00183135	1.53944	314.2857142857	257.1428571429
0.960599	0.00104413	1.78722	0.963995	0.00101756	2.14492	0.910498	0.00173342	1.6551	0.918896	0.00165725	1.7972	0.862446	0.00213039	1.65014	0.896412	0.0018797	1.53152	300	271.4285714286
0.959089	0.000971596	1.79384	0.964599	0.000927441	2.12766	0.909457	0.00159117	1.65927	0.921818	0.00148281	1.84535	0.861913	0.00194895	1.65287	0.897563	0.00170871	1.53873	285.7142857143	285.7142857143
0.961083	0.00102306	1.7824	0.96126	0.00104474	2.09016	0.908138	0.00172376	1.65166	0.925837	0.00155318	1.88522	0.860888	0.00210366	1.65387	0.898586	0.00183063	1.5308	271.4285714286	300
0.960993	0.00103043	1.79711	0.959004	0.00108563	2.0667	0.910934	0.00171344	1.65862	0.927211	0.00155011	1.91406	0.865682	0.00207927	1.6499	0.898916	0.00184217	1.53906	257.1428571429	314.2857142857
0.960353	0.00103443	1.79634	0.956991	0.00110644	2.05458	0.917498	0.001637	1.67253	0.933746	0.0014687	1.97294	0.876402	0.0019845	1.68326	0.905811	0.00176804	1.54618	242.8571428571	328.5714285714
0.960967	0.00103148	1.7863	0.956683	0.00111584	2.00916	0.914186	0.0016746	1.66431	0.939568	0.00140693	2.013	0.8741	0.00201163	1.65578	0.90593	0.00177332	1.55074	228.5714285714	342.8571428571
0.958791	0.00104704	1.80075	0.955532	0.00111943	1.98163	0.91616	0.00163827	1.66362	0.941956	0.00136283	2.05829	0.868049	0.00203774	1.65679	0.90093	0.0017983	1.54279	214.2857142857	357.1428571429
0.961698	0.00101039	1.79028	0.954325	0.00113587	1.9688	0.91428	0.0016552	1.65224	0.943156	0.00134732	2.12027	0.866518	0.00204631	1.66016	0.904856	0.00175921	1.53929	200	371.4285714286
0.959446	0.00105773	1.79562	0.953536	0.00117005	1.92646	0.912657	0.0017025	1.66002	0.947641	0.00131807	2.177	0.864063	0.00210433	1.65938	0.901718	0.00182129	1.5446	185.7142857143	385.7142857143
0.96085	0.00101904	1.77474	0.949448	0.00119652	1.90452	0.912172	0.00167178	1.65854	0.951191	0.00124256	2.24067	0.86825	0.00202668	1.65609	0.900843	0.00178988	1.53906	171.4285714286	400
0.960407	0.00102605	1.79305	0.945203	0.0012483	1.89527	0.910259	0.00169142	1.65079	0.957153	0.00116658	2.30725	0.861022	0.00208524	1.62871	0.895827	0.00184011	1.53558	157.1428571429	414.2857142857
0.960251	0.00100414	1.79559	0.942183	0.00125188	1.8729	0.910601	0.00164485	1.66327	0.957165	0.00113752	2.38957	0.862435	0.00202564	1.64609	0.899318	0.00176228	1.53679	142.8571428571	428.5714285714
0.960808	0.00103641	1.7823	0.944058	0.00128172	1.85209	0.910211	0.00171533	1.65164	0.963707	0.00108639	2.48522	0.862192	0.00210719	1.64681	0.898097	0.00184307	1.54098	128.5714285714	442.8571428571
0.956892	0.00113559	1.75443	0.976393	0.000805933	2.6599	0.901696	0.00187971	1.64619	0.963007	0.00114933	2.55764	0.845308	0.00233818	1.63057	0.884632	0.00205751	1.53472	114.2857142857	114.2857142857

